flow_duration,total_fwd_packets,total_backward_packets,flow_bytes/s,flow_packets/s,fwd_packet_length_mean,bwd_packet_length_mean,flow_iat_mean,fwd_iat_mean,bwd_iat_mean,syn_flag_count,ack_flag_count,fin_flag_count,rst_flag_count,psh_flag_count,packet_length_mean,packet_length_std,fwd_packets/s,bwd_packets/s,init_fwd_win_bytes,init_bwd_win_bytes,active_mean,idle_mean,down/up_ratio,avg_packet_size,mutation_label,mutation_strategy,bypass_detector,attack_cat
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.153151,-0.26910186,-0.5277991,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.74067813,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.2501999,-0.27858642,-0.6299715,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.78801847,-0.1347,0.2927145,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.2036,-0.1256,-0.2728,-0.1771,-0.1588,-0.46975094,-0.38535517,-0.17088833,0.0197,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-0.83764875,-0.135,-0.2053,-0.4425,-0.2296,-0.1602,1e-04,-1.1284,-0.6316656,1,rl_single,1,CICIDS_attack
-0.1962,0.2015,0.4308,-0.1771,-0.1587,-0.12580444,-0.34967625,-1.1526326,-0.2159,-0.1417,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.5828,-1.1042824,-0.135,-0.2052,1.5934,-0.2023,-0.1621,-0.3716,0.4088,-0.67919844,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.05388394,0.08299616,-0.54625034,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.9247621,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.161529,-0.10422537,-0.3095,-0.2894,-0.2144,-0.17768566,-0.5906,-0.1742,0.0,-0.5689,-0.53006774,-0.76242197,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
2.4088,0.1361,0.0086,-0.13032591,-0.1588,-0.3095,2.752441,1.4144,1.1692,-0.214,-0.189,1.6933,-0.1742,0.0,-0.68995845,1.88,1.6555457,-0.135,-0.2053,-0.4425,-0.2021,-0.1604,1.6667,-1.1284,2.0722356,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.008788183,-0.24069224,-0.64964455,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.0919199,-0.0975236,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.795411,-0.1347,0.50517815,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4029,-0.1256,-0.2728,-0.1771,-0.1588,-0.068838924,-0.17218027,-0.7183534,-0.2156,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-1.0814857,-0.135,-0.2053,-0.4425,-0.2296,-0.1621,-0.3716,-1.1284,-0.5929633,1,rl_single,1,CICIDS_attack
1.7423,0.1361,0.0555,-0.16794,-0.1588,-0.3095,2.4352844,0.9182,0.8248,-0.214,-0.189,1.6933,-0.1742,0.0,-0.94447565,1.7249,1.5286133,-0.135,-0.2053,-0.4425,-0.2021,1.4889,2.7265,-1.1284,2.0144155,1,rl_single,0,CICIDS_attack
-0.297,-0.191,-0.2259,0.396621,-0.1588,-0.3463,-0.4519461,0.1236,0.0088,-0.2144,-0.189,-0.5906,-0.1742,0.0,1.3791456,-0.6211,-0.9983588,-0.135,-0.2053,1.5934,3.2324,-0.1621,-0.3716,-1.1284,-0.14413694,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.1715258,-0.3918,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.7264291,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.2117,0.2015,0.4308,-0.1771,-0.1587,-0.14834246,-0.42815274,-1.1481506,-0.2085,-0.1459,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.5829,-1.1718625,-0.135,-0.2052,1.5934,-0.2023,-0.1621,-0.3716,0.4088,-0.540208,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.17136788,-0.3918,-0.51151955,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6389098,-0.1347,0.13168213,-0.4444,-0.2296,-0.1621,-0.8621961,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
2.3241,0.0052,0.0086,-0.18111938,-0.1588,-0.0117,2.9535577,0.91888845,1.6858,-0.214,-0.189,1.6933,-0.1742,0.0,-0.9110876,2.3422,2.1232,-0.135,-0.2053,-0.4429,-0.2014,-0.1614,3.5873,0.4088,2.6436934,1,rl_single,0,CICIDS_attack
-0.1229,0.9211,1.275,-0.1769,-0.1587,0.2116546,-0.12390551,-1.0596836,-0.2362,-0.174,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.338,-0.6739095,-0.135,-0.2052,1.5934,-0.1999,-0.1621,-0.3716,0.4088,-0.53382987,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.1356506,-0.3918,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.73749924,0.052615106,-0.2044,-0.4444,-0.2296,-0.1621,-0.8372386,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.3064,-0.191,-0.2259,0.2981272,-0.1588,-0.3463,-0.44566983,0.0991,-0.0078,-0.2144,-0.189,-0.5906,-0.1742,0.0,1.360713,-0.6211,-1.1173217,-0.135,-0.2053,1.5934,3.2324,-0.1621,-0.3716,-1.1284,-0.013591409,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.11695227,-0.2345969,-0.7046679,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.68924844,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.9871739,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.293,-0.0602,-0.2728,-0.1771,-0.1588,-0.35953397,-0.32628727,-0.39510503,-0.1367,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-0.7147661,-0.135,-0.2053,-0.4425,-0.2296,-0.1564,-0.1269,-1.1284,-0.55321026,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.21796149,-0.15313607,-0.69675887,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.8118069,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.88861966,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4415,-0.191,0.0086,-0.15332179,-0.1587,-0.3007,2.8164659,-0.2924,-0.2885,-0.1963,-0.189,-0.5906,-0.1742,0.0,1.5126547,3.1189,1.9164138,-0.1349,-0.2049,0.1157,-0.2021,-0.1621,-0.3716,1.946,3.3676465,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.31895816,-0.32423708,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,0.3452062,-0.4444,-0.2296,-0.42579716,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
2.3688,0.1361,0.0086,-0.18879476,-0.1588,-0.3095,2.8362694,1.3903,1.1287,-0.194,-0.189,1.6933,-0.1742,0.0,-0.87282515,1.88,1.5433981,-0.135,-0.2053,-0.4425,-0.2021,-0.1583,1.6221,-1.1284,2.2349255,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.05442597,-0.3918,-0.5781851,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.7516404,-0.1347,0.13592109,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4654,-0.191,0.0086,1.4781,-0.1369,0.20800516,2.7581992,-0.6597867,-0.2892,-0.2144,-0.189,-0.5906,-0.1742,0.0,1.7577,3.208,2.2268336,-0.1271,-0.1095,1.5934,-0.2014,-0.1621,-0.3716,1.946,3.347476,1,rl_single,0,CICIDS_attack
2.3241,0.0052,0.0086,-0.20490703,-0.1588,-0.0117,2.985715,0.9413293,1.6858,-0.214,-0.189,1.6933,-0.1742,0.0,-0.7321321,2.3422,2.1232,-0.135,-0.2053,-0.4429,-0.2014,-0.1614,3.5873,0.4088,2.657081,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.06580031,-0.23095019,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.64914995,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4147,-0.2564,-0.0852,-0.17736816,-0.1587,-0.2936,4.388656,-0.2363,-0.2885,-0.1504,-0.189,-0.5906,-0.1742,0.0,1.315546,4.0564,4.1657596,-0.135,-0.2052,0.1157,-0.2021,-0.1621,-0.3716,1.946,4.5112553,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.19980094,-0.3918,-0.8054161,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.7730595,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.214,0.2015,0.4308,-0.1771,-0.1587,-0.26436755,-0.29142296,-1.1624461,-0.2148,-0.1465,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.5844,-0.95912516,-0.135,-0.2052,1.5934,-0.2023,-0.1621,-0.3716,0.4088,-0.59705615,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.21405995,-0.35686854,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.72241926,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.1997,0.2015,0.4308,-0.1771,-0.1587,-0.10755409,-0.15333372,-1.1720715,-0.2105,-0.1427,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.5826,-1.0157478,-0.135,-0.2052,1.5934,-0.2023,-0.1621,-0.3716,0.4088,-0.639566,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.27644843,-0.1328224,-0.47543895,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.71673596,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.85327303,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4634,-0.1256,-0.1321,-0.021021813,-0.1579,-0.0736,-0.36154568,-0.3131,-0.2869,-0.2105,-0.189,-0.5906,-0.1742,0.0,1.5274621,-0.484,-0.7159501,-0.1345,-0.203,0.1157,-0.2011,-0.1621,-0.3716,-1.1284,-0.28306383,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.06878924,-0.14888509,-0.692101,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6561534,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.78568774,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,0.050497994,-0.1582,0.13560483,-0.22930455,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.71053743,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.5146789,1,rl_single,1,CICIDS_attack
-0.3925,-0.0602,-0.2728,-0.1771,-0.1588,-0.2234534,-0.4568326,-0.67096746,-0.2248,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-0.83236706,-0.135,-0.2053,-0.4425,-0.2296,-0.1621,-0.3716,-1.1284,-0.5992254,1,rl_single,1,CICIDS_attack
-0.1006,0.9865,1.2281,-0.1769,-0.1587,0.43471217,-0.26959825,-1.1333361,-0.2382,-0.1699,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.338,-0.6937877,-0.135,-0.2052,1.5934,-0.1999,-0.1621,-0.3716,0.4088,-0.32517982,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.1964365,-0.3918,-0.5741172,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.63992524,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.2916,-0.0602,-0.2728,-0.1771,-0.1588,-0.12111677,-0.45644462,-0.6389517,-0.1355,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-1.1140106,-0.135,-0.2053,-0.4425,-0.2296,-0.1561,-0.1249,-1.1284,-0.63387424,1,rl_single,1,CICIDS_attack
-0.1682,0.9865,1.2281,-0.1769,-0.1587,0.28202334,-0.24118723,-1.1464182,-0.2452,-0.1782,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.338,-0.6319088,-0.135,-0.2052,1.5934,-0.1999,-0.1621,-0.3716,0.4088,-0.4075635,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.23168424,-0.3918,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.69098556,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.9330492,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
1.9909,0.0052,0.0086,-0.17227845,-0.1588,-0.0854,2.9481354,0.8590934,1.4427,-0.2093,-0.189,1.6933,-0.1742,0.0,-0.7654042,2.3214,2.1268,-0.135,-0.2053,-0.4429,-0.2014,-0.1613,3.1041,0.4088,2.5467641,1,rl_single,0,CICIDS_attack
-0.4654,-0.2564,-0.2259,0.29998422,-0.1124,-0.3253,-0.37767196,-0.3157,-0.2893,-0.2144,-0.189,-0.5906,-0.1742,0.0,1.4172748,-0.6114,-0.9076832,-0.1015,-0.1036,-0.3885,3.261,-0.1621,-0.3716,-1.1284,-0.21326014,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.16813716,-0.07556799,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.8007797,-0.1347,0.21613204,-0.4444,-0.2296,-0.1621,-0.9670695,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.10121052,-0.19338682,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.60873157,-0.1347,0.15091717,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.09501897,-0.108341664,-0.6681006,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.67309827,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.88047385,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.17415535,-0.3918,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6544795,-0.1347,-0.2044,-0.4444,-0.2296,-0.689789,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.3458,-0.0602,-0.2728,-0.1771,-0.1588,-0.32506886,-0.36804518,-0.5137135,-0.1835,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-1.0020034,-0.135,-0.2053,-0.4425,-0.2296,-0.1621,-0.3716,-1.1284,-0.67432815,1,rl_single,1,CICIDS_attack
1.9815,0.0052,0.0086,-0.34759986,-0.1588,0.6446,3.034299,1.425,1.4427,-0.2022,-0.189,-0.5906,5.7402,0.0,-0.8367073,2.5285,2.0437458,-0.135,-0.2053,-0.4605,-0.2014,-0.1621,3.0797,0.4088,2.8829165,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.21744725,-0.3918,-0.6064122,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,0.26694223,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,0.121477425,-0.1582,0.023508713,-0.19201122,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6517243,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.9136567,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.12893534,-0.08317953,-0.69551957,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6304601,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.94166267,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4451,-0.191,-0.0383,-0.3638819,-0.1587,-0.3007,3.5613482,-0.293,-0.2893,-0.1952,-0.189,-0.5906,-0.1742,0.0,1.315542,3.5366,4.2234592,-0.1349,-0.2049,0.1157,-0.2021,-0.1621,-0.3716,0.4088,4.0783687,1,rl_single,0,CICIDS_attack
-0.3001,-0.191,-0.2259,0.3149395,-0.1588,-0.3463,-0.3927598,0.1156,0.0034,-0.2144,-0.189,-0.5906,-0.1742,0.0,1.2335114,-0.6211,-0.8548501,-0.135,-0.2053,1.5934,3.2324,-0.1621,-0.3716,-1.1284,-0.124616325,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.0032515526,-0.09529427,-0.4219546,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6749375,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-1.0614018,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.08062923,-0.3918,-0.62160873,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6848109,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.79962647,0.4088,-0.65949696,1,rl_single,1,CICIDS_attack
-0.4306,-0.191,-0.0383,-0.1852303,-0.1587,-0.3007,3.6253722,-0.2768,-0.2893,-0.1815,-0.189,-0.5906,-0.1742,0.0,1.3597461,3.5366,3.1172616,-0.1349,-0.2051,0.1157,-0.2021,-0.1621,-0.3716,0.4088,4.1023912,1,rl_single,0,CICIDS_attack
2.3627,0.0052,0.0086,-0.072972015,-0.1588,-0.0793,2.8957217,1.6961,1.7162,-0.2126,-0.189,1.6933,-0.1742,0.0,-0.7441881,2.3232,2.1142898,-0.135,-0.2053,-0.4429,-0.2014,-0.1621,3.6401,0.4088,2.591267,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.07365011,-0.019028038,-0.4615397,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.73577213,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.2254,0.2015,0.4308,-0.1771,-0.1587,-0.14973311,-0.53085756,-1.0871245,-0.2144,-0.1496,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.5839,-1.0119998,-0.135,-0.2052,1.5934,-0.2023,-0.1621,-0.3716,0.4088,-0.8064923,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.10932907,-0.1582,0.19620216,-0.3918,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.85787857,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
0.4842,12.8926,4.605,0.4257049,-0.1587,0.7948,0.78909796,-2.2901604,-0.2727,-0.1796,-0.189,-0.5906,-0.1742,0.0,1.7577,0.592,-0.89063334,-0.1349,-0.2052,1.5934,-0.0891,-0.1621,-0.3716,-1.1284,0.9808621,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.021960258,-0.16209544,-0.593919,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.5834709,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.94764066,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.18367645,-0.11515862,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.70268667,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.7467044,0.4088,-0.5989445,1,rl_single,1,CICIDS_attack
-0.4651,-0.191,-0.0383,0.10858677,-0.1535,-0.3007,3.5577655,-0.3154,-0.2888,-0.2141,-0.189,-0.5906,-0.1742,0.0,1.3422087,3.5345,2.78304,-0.1328,-0.1838,0.1157,-0.2021,-0.1621,-0.3716,0.4088,4.064046,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.1049491,-0.3918,-0.622134,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6720859,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.6706969,1,rl_single,1,CICIDS_attack
-0.0991,0.9211,1.275,-0.1769,-0.1587,0.4337889,-0.22735879,-1.0720947,-0.2319,-0.1712,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.338,-0.5447555,-0.135,-0.2052,1.5934,-0.1999,-0.1621,-0.3716,0.4088,-0.38246882,1,rl_single,1,CICIDS_attack
2.3826,0.0052,0.0555,-0.37837446,-0.1588,-0.0169,2.5059555,1.5414,1.7263,1.5805,-0.189,-0.5906,5.7402,0.0,-0.82994425,2.1305,1.797543,-0.135,-0.2053,-0.4605,-0.2014,-0.1431,3.6685,0.4088,2.4100974,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.09742978,-0.123835206,-0.5530992,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.7079376,-0.1347,-0.2044,-0.4444,-0.2296,-0.5536608,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4632,-0.191,0.0086,-0.1016,-0.1578,0.34994125,2.826109,-0.77871025,-0.2888,-0.2127,-0.189,-0.5906,-0.1742,0.0,1.7577,3.2277,1.5900366,-0.1346,-0.201,1.5934,-0.2014,-0.1621,-0.3716,1.946,3.5756514,1,rl_single,0,CICIDS_attack
-0.3669,-0.1256,-0.2728,-0.1771,-0.1588,-0.22508982,-0.35122418,-0.52038574,-0.173,-0.2144,-0.189,1.6933,-0.1742,0.0,-0.5689,-0.6018,-0.92560506,-0.135,-0.2053,-0.4425,-0.2296,-0.1621,-0.3716,-1.1284,-0.42129856,1,rl_single,1,CICIDS_attack
-0.464,-0.191,-0.0852,-0.13157271,-0.1576,-0.3007,4.6232076,-0.3138,-0.2885,-0.2125,-0.189,-0.5906,-0.1742,0.0,1.3363501,4.0539,3.8715744,-0.1344,-0.201,0.1157,-0.2021,-0.1621,-0.3716,0.4088,4.7937074,1,rl_single,0,CICIDS_attack
-0.463,1.1828,1.0405,0.38854104,-0.1536,11.8892,0.11830515,-0.3154,-0.289,-0.2141,-0.189,-0.5906,-0.1742,0.0,0.9071888,3.8477,2.0818372,-0.1324,-0.187,0.1157,-0.0794,-0.1621,-0.3716,0.4088,3.9435687,1,rl_single,1,CICIDS_attack
0.061,-0.2564,-0.179,-0.17841703,-0.1588,-0.3463,-0.3726734,0.31907934,1.5743,1.7751,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.6134,-0.9286894,-0.135,-0.2053,1.5934,-0.2294,-0.1621,0.3755,0.4088,-0.38308728,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.1683597,-0.21368603,-0.5602032,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.57088315,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.94210064,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.1422,0.8557,1.1812,-0.1769,-0.1587,0.4823355,-0.38320282,-1.2049452,-0.2351,-0.1737,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.3203,-0.83012784,-0.135,-0.2052,1.5934,-0.1987,-0.1621,-0.3716,0.4088,-0.31756446,1,rl_single,1,CICIDS_attack
-0.2158,0.2015,0.4308,-0.1771,-0.1587,-0.051705882,-0.38561898,-1.2571652,-0.2167,-0.147,-0.189,-0.5906,-0.1742,0.0,1.7577,-0.5835,-1.1720443,-0.135,-0.2052,1.5934,-0.2023,-0.1621,-0.3716,0.4088,-0.71016747,1,rl_single,1,CICIDS_attack
-0.4551,-0.1256,0.0086,-0.0462017,-0.1585,0.5128,2.8673944,-0.3068,-0.2818,-0.2066,-0.189,-0.5906,-0.1742,0.0,1.2889196,2.9602,2.0564373,-0.1349,-0.2044,1.5934,-0.2014,-0.1621,-0.3716,0.4088,3.3529503,1,rl_single,0,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.09374574,-0.115974426,-0.3095,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.4422,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.2474465,-0.055196643,-0.627877,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.6211084,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-1.0402093,0.4088,-0.3808,1,rl_single,1,CICIDS_attack
-0.4636,-0.2564,-0.179,-0.1755,-0.1582,0.112641335,-0.3528005,-0.6895511,-0.2894,-0.2144,-0.189,-0.5906,-0.1742,0.0,-0.5689,-0.4004,-0.7154854,-0.1347,-0.2044,-0.4444,-0.2296,-0.1621,-0.3716,0.4088,-0.61584777,1,rl_single,1,CICIDS_attack
