flow_duration,total_fwd_packets,total_backward_packets,flow_bytes/s,flow_packets/s,fwd_packet_length_mean,bwd_packet_length_mean,flow_iat_mean,fwd_iat_mean,bwd_iat_mean,syn_flag_count,ack_flag_count,fin_flag_count,rst_flag_count,psh_flag_count,packet_length_mean,packet_length_std,fwd_packets/s,bwd_packets/s,init_fwd_win_bytes,init_bwd_win_bytes,active_mean,idle_mean,down/up_ratio,avg_packet_size,attack_cat,label
0.236616,10.0,6.0,15485.005,63.393852,51.0,45.0,25.168,43.0158,1357.3319,0.021532,0.053958,0.07549,0.0,0.0,508.0,268.0,0.0,0.0,255.0,255.0,12.0,11.0,1.0,0.0,Fuzzers,1
0.442843,10.0,8.0,8291.878,38.388325,51.0,44.0,47.98111,55.84757,3389.6423,0.0519,0.050544,0.102444,0.0,0.0,510.0,354.0,0.0,0.0,255.0,255.0,10.0,10.0,1.0,0.0,Fuzzers,1
0.465265,10.0,8.0,7892.2764,36.538315,51.0,44.0,51.69611,57.005714,3275.732,0.065595,0.049083,0.114678,0.0,0.0,510.0,354.0,0.0,0.0,255.0,255.0,10.0,10.0,1.0,0.0,Fuzzers,1
0.22194,10.0,6.0,24619.268,67.58584,76.0,45.0,23.06211,39.3918,1228.7802,0.024971,0.016976,0.041947,0.0,0.0,758.0,268.0,0.0,0.0,255.0,255.0,10.0,10.0,1.0,0.0,Fuzzers,1
0.389791,10.0,6.0,10467.147,38.48216,57.0,45.0,39.434223,65.837204,2077.8662,0.060595,0.064532,0.125127,0.0,0.0,566.0,268.0,0.0,0.0,255.0,255.0,6.0,6.0,0.0,0.0,Fuzzers,1
0.942657,10.0,6.0,4328.1914,15.912469,57.0,45.0,97.392,160.9644,5157.1245,0.137829,0.125963,0.263792,0.0,0.0,566.0,268.0,0.0,0.0,255.0,255.0,6.0,5.0,0.0,0.0,Fuzzers,1
0.729768,10.0,8.0,14864.999,23.295074,151.0,44.0,81.085335,91.161,4881.5356,0.091015,0.079584,0.170599,0.0,0.0,1506.0,354.0,0.0,0.0,255.0,255.0,4.0,4.0,0.0,0.0,Fuzzers,1
0.690065,20.0,8.0,190161.8,39.126747,863.0,44.0,36.271896,83.38429,2757.5793,0.106364,0.080314,0.186678,0.0,0.0,17266.0,354.0,0.0,0.0,255.0,255.0,4.0,4.0,0.0,0.0,Fuzzers,1
6e-06,2.0,0.0,5.213333e+08,166666.66,391.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,Fuzzers,1
8e-06,2.0,0.0,1.058e+09,125000.0,1058.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,Fuzzers,1
4e-06,2.0,0.0,3.42e+08,250000.0,171.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,Fuzzers,1
1.309979,10.0,8.0,3352.7256,12.977308,61.0,44.0,8492.66,10614.247,836161.2,0.066429,0.059104,0.125533,0.0,0.0,610.0,354.0,0.0,0.0,255.0,255.0,6.0,5.0,0.0,0.0,Fuzzers,1
1.309979,10.0,8.0,3352.7256,12.977308,61.0,44.0,8492.66,10614.247,836161.2,0.066429,0.059104,0.125533,0.0,0.0,610.0,354.0,0.0,0.0,255.0,255.0,6.0,5.0,0.0,0.0,Fuzzers,1
0.190013,10.0,6.0,27282.344,78.94196,72.0,45.0,18.610779,36.624397,992.1353,0.006885,0.045268,0.052153,0.0,0.0,720.0,268.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Shellcode,1
0.823958,12.0,8.0,9097.552,23.059427,85.0,96.0,74.82818,105.63186,3779.7654,0.084525,0.139259,0.223784,0.0,0.0,1022.0,768.0,0.0,0.0,255.0,255.0,6.0,3.0,0.0,0.0,Fuzzers,1
1.259343,12.0,10.0,6060.3027,16.675362,87.0,85.0,108.31854,131.35567,5593.7725,0.077138,0.131304,0.208442,0.0,0.0,1040.0,852.0,0.0,0.0,255.0,255.0,6.0,2.0,0.0,0.0,Fuzzers,1
1.230242,10.0,8.0,8174.0015,13.818419,140.0,44.0,133.95656,164.57214,7611.9526,0.078226,0.112795,0.191021,0.0,0.0,1396.0,354.0,0.0,0.0,255.0,255.0,5.0,3.0,0.0,0.0,Fuzzers,1
1.172256,10.0,6.0,7950.482,12.79584,129.0,45.0,130.25067,197.706,7375.0522,0.138172,0.068377,0.206549,0.0,0.0,1294.0,268.0,0.0,0.0,255.0,255.0,6.0,3.0,0.0,0.0,Fuzzers,1
0.949684,10.0,8.0,15634.674,17.90069,206.0,44.0,105.416885,124.12743,6103.864,0.080785,0.094873,0.175658,0.0,0.0,2062.0,354.0,0.0,0.0,255.0,255.0,6.0,3.0,0.0,0.0,Fuzzers,1
0.389653,10.0,8.0,13529.987,43.628563,73.0,44.0,41.974556,52.47843,2911.2737,0.022293,0.044873,0.067166,0.0,0.0,732.0,354.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Shellcode,1
0.199097,10.0,6.0,17519.1,75.340164,48.0,45.0,20.009111,34.7038,1029.9788,0.025574,0.022957,0.048531,0.0,0.0,484.0,268.0,0.0,0.0,255.0,255.0,13.0,13.0,0.0,0.0,Fuzzers,1
0.25836,10.0,6.0,13562.471,58.05852,49.0,45.0,28.601557,45.541,1448.1774,0.030643,0.038037,0.06868,0.0,0.0,486.0,268.0,0.0,0.0,255.0,255.0,12.0,12.0,0.0,0.0,Fuzzers,1
0.25836,10.0,6.0,13562.471,58.05852,49.0,45.0,28.601557,45.541,1448.1774,0.030643,0.038037,0.06868,0.0,0.0,486.0,268.0,0.0,0.0,255.0,255.0,12.0,12.0,0.0,0.0,Fuzzers,1
0.3237,10.0,6.0,10824.838,46.339203,49.0,45.0,35.85911,55.1206,1873.7136,0.048085,0.040167,0.088252,0.0,0.0,486.0,268.0,0.0,0.0,255.0,255.0,12.0,12.0,0.0,0.0,Fuzzers,1
0.480666,10.0,8.0,7289.8853,35.36759,49.0,44.0,53.299442,60.978714,3647.6064,0.053803,0.055473,0.109276,0.0,0.0,486.0,354.0,0.0,0.0,255.0,255.0,12.0,12.0,0.0,0.0,Fuzzers,1
1.655324,14.0,12.0,3537.676,15.102784,56.0,57.0,127.261696,142.29181,6824.9395,0.090112,0.105106,0.195218,0.0,0.0,788.0,682.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Fuzzers,1
1.007518,36.0,12.0,267921.75,46.64929,964.0,75.0,28.756313,84.73218,2329.511,0.07546,0.088714,0.164174,0.0,0.0,34706.0,898.0,0.0,0.0,255.0,255.0,4.0,3.0,0.0,0.0,Fuzzers,1
1.616316,10.0,8.0,2281.7322,10.517746,51.0,44.0,175.31534,220.37128,11149.762,0.073713,0.108513,0.182226,0.0,0.0,512.0,354.0,0.0,0.0,255.0,255.0,4.0,1.0,0.0,0.0,Fuzzers,1
0.269118,10.0,6.0,13020.311,55.73763,49.0,45.0,27.559334,45.903,1551.4801,0.039592,0.065842,0.105434,0.0,0.0,486.0,268.0,0.0,0.0,255.0,255.0,12.0,12.0,0.0,0.0,Fuzzers,1
0.511052,10.0,8.0,6856.445,33.264717,49.0,44.0,55.342,63.516853,3654.9568,0.066429,0.059104,0.125533,0.0,0.0,486.0,354.0,0.0,0.0,255.0,255.0,12.0,12.0,0.0,0.0,Fuzzers,1
0.511052,10.0,8.0,6856.445,33.264717,49.0,44.0,55.342,63.516853,3654.9568,0.066429,0.059104,0.125533,0.0,0.0,486.0,354.0,0.0,0.0,255.0,255.0,12.0,12.0,0.0,0.0,Fuzzers,1
0.399002,10.0,6.0,8781.911,37.5938,49.0,45.0,40.68833,66.9282,2134.6985,0.06435,0.04422,0.10857,0.0,0.0,486.0,268.0,0.0,0.0,255.0,255.0,7.0,7.0,0.0,0.0,Fuzzers,1
3.641059,12.0,10.0,2003.8126,5.767553,83.0,85.0,331.00537,388.66577,27495.576,0.142389,0.096169,0.238558,0.0,0.0,994.0,848.0,0.0,0.0,255.0,255.0,3.0,3.0,0.0,0.0,Fuzzers,1
0.752965,10.0,6.0,5492.951,19.921246,57.0,45.0,83.66278,134.6416,4570.353,0.079039,0.091275,0.170314,0.0,0.0,574.0,268.0,0.0,0.0,255.0,255.0,6.0,3.0,0.0,0.0,Fuzzers,1
0.685433,10.0,8.0,22059.049,24.801842,210.0,44.0,76.159225,87.34729,3936.4119,0.07332,0.095037,0.168357,0.0,0.0,2100.0,354.0,0.0,0.0,255.0,255.0,6.0,3.0,0.0,0.0,Fuzzers,1
0.771762,10.0,6.0,20793.975,19.436043,223.0,45.0,79.909225,138.6002,4707.158,0.078751,0.076533,0.155284,0.0,0.0,2228.0,268.0,0.0,0.0,255.0,255.0,6.0,3.0,0.0,0.0,Fuzzers,1
0.654064,10.0,6.0,25942.416,22.933537,236.0,45.0,72.504,116.2774,3494.0762,0.072675,0.082967,0.155642,0.0,0.0,2356.0,268.0,0.0,0.0,255.0,255.0,3.0,2.0,0.0,0.0,Fuzzers,1
0.647698,10.0,6.0,5854.5806,23.158941,53.0,45.0,64.02722,102.5,3367.7534,0.135191,0.107932,0.243123,0.0,0.0,526.0,268.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Fuzzers,1
1.173356,12.0,8.0,6702.143,16.192867,89.0,93.0,103.62691,158.94958,5646.0176,0.060708,0.15471,0.215418,0.0,0.0,1072.0,742.0,0.0,0.0,255.0,255.0,3.0,3.0,0.0,0.0,Fuzzers,1
1.435402,12.0,8.0,6336.9004,13.23671,103.0,92.0,127.05818,183.59743,6646.7476,0.150213,0.112263,0.262476,0.0,0.0,1240.0,736.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
1.095661,12.0,10.0,10003.094,19.166512,125.0,81.0,95.69109,107.51589,6044.3696,0.128008,0.127499,0.255507,0.0,0.0,1494.0,810.0,0.0,0.0,255.0,255.0,7.0,3.0,0.0,0.0,Fuzzers,1
1.042915,12.0,8.0,21255.807,18.218168,252.0,95.0,90.312,137.40372,4899.3716,0.081082,0.05997,0.141052,0.0,0.0,3022.0,760.0,0.0,0.0,255.0,255.0,7.0,3.0,0.0,0.0,Fuzzers,1
1.36027,36.0,12.0,198466.48,34.551964,964.0,76.0,38.864857,115.316635,3176.2466,0.091493,0.076418,0.167911,0.0,0.0,34710.0,914.0,0.0,0.0,255.0,255.0,4.0,2.0,0.0,0.0,Fuzzers,1
1.555059,12.0,10.0,5237.1006,13.504311,93.0,83.0,141.27818,157.3929,8438.959,0.138522,0.091047,0.229569,0.0,0.0,1110.0,826.0,0.0,0.0,255.0,255.0,2.0,1.0,0.0,0.0,Fuzzers,1
1.727399,12.0,8.0,4714.6025,10.999196,93.0,94.0,153.70082,225.11157,8837.039,0.151607,0.135956,0.287563,0.0,0.0,1110.0,752.0,0.0,0.0,255.0,255.0,4.0,2.0,0.0,0.0,Fuzzers,1
1.314125,12.0,10.0,5551.9834,15.980216,83.0,82.0,115.12809,136.022,6605.3486,0.089924,0.084264,0.174188,0.0,0.0,994.0,818.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Fuzzers,1
1.444929,58.0,14.0,370625.8,49.137363,1174.0,44.0,23.702597,103.291,2365.5615,0.102136,0.093531,0.195667,0.0,0.0,68115.0,612.0,0.0,0.0,255.0,255.0,3.0,2.0,1.0,0.0,Fuzzers,1
2.373605,12.0,10.0,9349.491,8.847302,252.0,84.0,210.04645,254.17667,15125.846,0.086004,0.091976,0.17798,0.0,0.0,3026.0,840.0,0.0,0.0,255.0,255.0,4.0,1.0,0.0,0.0,Fuzzers,1
1.722088,58.0,14.0,310985.28,41.22902,1174.0,44.0,30.21207,124.48424,2920.379,0.103123,0.107893,0.211016,0.0,0.0,68117.0,612.0,0.0,0.0,255.0,255.0,3.0,2.0,0.0,0.0,Fuzzers,1
2.677174,60.0,16.0,200393.39,28.014614,1137.0,44.0,44.723507,168.5018,5905.12,0.149646,0.110358,0.260004,0.0,0.0,68197.0,698.0,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.0,Fuzzers,1
4.815118,12.0,10.0,1515.2277,4.361264,83.0,82.0,429.02945,519.59045,32143.36,0.138801,0.132584,0.271385,0.0,0.0,994.0,818.0,0.0,0.0,255.0,255.0,4.0,2.0,0.0,0.0,Fuzzers,1
0.515164,10.0,6.0,6848.304,29.11694,49.0,45.0,53.289665,88.469,2831.5874,0.072815,0.075817,0.148632,0.0,0.0,490.0,268.0,0.0,0.0,255.0,255.0,7.0,6.0,0.0,0.0,Fuzzers,1
0.418286,10.0,6.0,8434.421,35.860634,49.0,45.0,44.858112,68.7042,2257.3438,0.074755,0.058305,0.13306,0.0,0.0,490.0,268.0,0.0,0.0,255.0,255.0,7.0,6.0,0.0,0.0,Fuzzers,1
0.414993,10.0,6.0,9542.33,36.145187,55.0,45.0,44.500668,62.1248,2346.5293,0.104365,0.061596,0.165961,0.0,0.0,550.0,268.0,0.0,0.0,255.0,255.0,4.0,4.0,0.0,0.0,Fuzzers,1
0.509332,10.0,6.0,10162.33,29.450338,72.0,45.0,56.592445,88.016205,2801.4675,0.068573,0.082958,0.151531,0.0,0.0,718.0,268.0,0.0,0.0,255.0,255.0,4.0,4.0,0.0,0.0,Fuzzers,1
0.902279,10.0,8.0,4583.9478,18.841179,57.0,44.0,95.205444,108.66043,5684.4995,0.14165,0.081974,0.223624,0.0,0.0,574.0,354.0,0.0,0.0,255.0,255.0,8.0,4.0,0.0,0.0,Fuzzers,1
1.55584,12.0,10.0,4689.428,13.497532,83.0,83.0,138.76518,161.52356,7628.6704,0.102126,0.069026,0.171152,0.0,0.0,994.0,830.0,0.0,0.0,255.0,255.0,3.0,3.0,0.0,0.0,Fuzzers,1
1.794167,12.0,10.0,4066.511,11.704596,83.0,85.0,157.15073,187.27533,9195.152,0.108681,0.049045,0.157726,0.0,0.0,994.0,852.0,0.0,0.0,255.0,255.0,2.0,1.0,0.0,0.0,Fuzzers,1
1.396192,12.0,8.0,5225.6426,13.608444,83.0,92.0,126.926544,187.634,6978.704,0.082193,0.158584,0.240777,0.0,0.0,994.0,732.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
1.301924,60.0,14.0,412073.22,56.07086,1137.0,44.0,21.231865,93.496155,2068.0386,0.08647,0.085398,0.171868,0.0,0.0,68197.0,612.0,0.0,0.0,255.0,255.0,2.0,1.0,0.0,0.0,Fuzzers,1
1.613155,60.0,16.0,332570.66,46.49274,1137.0,44.0,27.339697,100.9036,2721.2207,0.099597,0.063606,0.163203,0.0,0.0,68197.0,698.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
1.540349,36.0,14.0,175243.4,31.810972,964.0,69.0,43.003086,109.62324,4235.807,0.11524,0.074867,0.190107,0.0,0.0,34706.0,964.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Fuzzers,1
1.312748,12.0,8.0,6179.404,14.473456,92.0,94.0,119.33028,159.14714,6249.653,0.198709,0.096152,0.294861,0.0,0.0,1106.0,754.0,0.0,0.0,255.0,255.0,2.0,1.0,0.0,0.0,Fuzzers,1
1.970284,12.0,10.0,3703.0195,10.658362,83.0,81.0,175.60327,202.60211,10643.602,0.146854,0.097561,0.244415,0.0,0.0,994.0,808.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
1.821271,14.0,12.0,7001.704,13.726678,123.0,57.0,140.01862,155.47055,7205.4775,0.111089,0.117009,0.228098,0.0,0.0,1716.0,682.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
1.687844,14.0,12.0,3137.7307,14.811795,51.0,57.0,123.28492,145.776,7438.53,0.084301,0.071849,0.15615,0.0,0.0,712.0,682.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Fuzzers,1
1.430205,14.0,12.0,3926.71,17.480013,54.0,57.0,109.92085,119.135,5588.312,0.119719,0.077003,0.196722,0.0,0.0,756.0,682.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Fuzzers,1
1.934722,10.0,8.0,2084.0205,8.786792,56.0,44.0,214.96912,250.49973,12662.73,0.151628,0.069585,0.221213,0.0,0.0,560.0,354.0,0.0,0.0,255.0,255.0,2.0,1.0,0.0,0.0,Fuzzers,1
0.84576,10.0,8.0,4805.1455,20.100266,56.0,44.0,83.98256,95.833,4898.385,0.174919,0.086661,0.26158,0.0,0.0,564.0,354.0,0.0,0.0,255.0,255.0,4.0,3.0,0.0,0.0,Fuzzers,1
1.988294,10.0,8.0,2052.0105,8.550043,57.0,44.0,212.08755,271.62357,13161.105,0.086927,0.122301,0.209228,0.0,0.0,566.0,354.0,0.0,0.0,255.0,255.0,4.0,2.0,0.0,0.0,Fuzzers,1
0.896774,10.0,6.0,7886.045,16.726622,98.0,45.0,99.57711,162.5124,5118.0977,0.084201,0.218997,0.303198,0.0,0.0,982.0,268.0,0.0,0.0,255.0,255.0,6.0,4.0,0.0,0.0,Shellcode,1
0.553812,10.0,6.0,16828.814,27.085003,129.0,45.0,61.48733,81.656,3390.9263,0.145521,0.127803,0.273324,0.0,0.0,1294.0,268.0,0.0,0.0,255.0,255.0,5.0,4.0,0.0,0.0,Fuzzers,1
2.150961,24.0,14.0,62290.3,17.201614,728.0,55.0,91.707695,156.79323,7975.9663,0.112639,0.104311,0.21695,0.0,0.0,17476.0,768.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
0.717274,10.0,6.0,5108.229,20.91251,51.0,45.0,79.60011,126.433395,3947.7048,0.085105,0.120708,0.205813,0.0,0.0,508.0,268.0,0.0,0.0,255.0,255.0,3.0,2.0,0.0,0.0,Fuzzers,1
1.449265,10.0,8.0,2533.698,11.730084,51.0,44.0,155.462,192.20486,9380.319,0.103829,0.069454,0.173283,0.0,0.0,510.0,354.0,0.0,0.0,255.0,255.0,3.0,2.0,0.0,0.0,Fuzzers,1
1.88468,14.0,14.0,3493.4312,14.326039,63.0,55.0,144.97539,138.7893,7735.978,0.079611,0.072228,0.151839,0.0,0.0,886.0,764.0,0.0,0.0,255.0,255.0,2.0,1.0,0.0,0.0,Fuzzers,1
0.992707,10.0,8.0,4367.8545,17.124891,60.0,44.0,110.30078,124.172,6772.9165,0.122691,0.163803,0.286494,0.0,0.0,602.0,354.0,0.0,0.0,255.0,255.0,3.0,2.0,0.0,0.0,Fuzzers,1
7e-06,2.0,0.0,6.628571e+07,142857.14,58.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Shellcode,1
0.730075,12.0,6.0,36949.63,23.285278,307.0,45.0,59.51864,123.3238,3382.9707,0.113446,0.073529,0.186975,0.0,0.0,3678.0,268.0,0.0,0.0,255.0,255.0,6.0,3.0,0.0,0.0,Fuzzers,1
0.8573,10.0,6.0,4824.4487,17.496794,57.0,45.0,89.794334,154.03041,4676.0757,0.087146,0.085403,0.172549,0.0,0.0,574.0,268.0,0.0,0.0,255.0,255.0,4.0,5.0,0.0,0.0,Fuzzers,1
33.326023,20.0,16.0,841.1445,1.05023,184.0,44.0,1754.0013,2210.52,227492.81,0.141103,0.079979,0.221082,0.0,0.0,3688.0,708.0,0.0,0.0,255.0,255.0,6.0,3.0,0.0,0.0,Fuzzers,1
33.326023,20.0,16.0,841.1445,1.05023,184.0,44.0,1754.0013,2210.52,227492.81,0.141103,0.079979,0.221082,0.0,0.0,3688.0,708.0,0.0,0.0,255.0,255.0,6.0,3.0,0.0,0.0,Fuzzers,1
0.331397,10.0,6.0,30996.057,45.26293,143.0,45.0,32.768665,54.133198,1678.3401,0.060721,0.04204,0.102761,0.0,0.0,1426.0,268.0,0.0,0.0,255.0,255.0,6.0,5.0,0.0,0.0,Fuzzers,1
1.124168,60.0,14.0,477231.16,64.93691,1137.0,44.0,18.610643,79.299385,1849.9495,0.093275,0.070793,0.164068,0.0,0.0,68197.0,612.0,0.0,0.0,255.0,255.0,3.0,3.0,1.0,0.0,Fuzzers,1
0.738802,10.0,8.0,5208.432,23.010223,53.0,44.0,78.18633,97.68357,4609.902,0.055007,0.087862,0.142869,0.0,0.0,534.0,354.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
2.787332,14.0,12.0,2014.83,8.96915,54.0,57.0,212.58154,244.15819,14817.23,0.10159,0.089026,0.190616,0.0,0.0,756.0,682.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Fuzzers,1
13.154288,10.0,8.0,274.89136,1.292354,50.0,44.0,1461.5875,1873.1302,107007.44,0.041701,0.079703,0.121404,0.0,0.0,502.0,354.0,0.0,0.0,255.0,255.0,2.0,1.0,0.0,0.0,Shellcode,1
1.489487,60.0,14.0,360193.8,49.010162,1137.0,44.0,24.596949,100.60915,2376.3945,0.181557,0.106155,0.287712,0.0,0.0,68199.0,612.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
1.1e-05,2.0,0.0,3.781818e+07,90909.09,52.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Fuzzers,1
1.457814,12.0,10.0,5564.496,14.40513,92.0,81.0,132.44164,152.4309,7546.3657,0.085932,0.106059,0.191991,0.0,0.0,1106.0,808.0,0.0,0.0,255.0,255.0,4.0,2.0,0.0,0.0,Fuzzers,1
1.795414,12.0,10.0,4063.6868,11.696467,83.0,81.0,160.02791,189.50667,9697.613,0.089853,0.098725,0.188578,0.0,0.0,994.0,806.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Fuzzers,1
1.765621,14.0,12.0,7222.388,14.159325,123.0,57.0,131.65515,151.72545,7904.614,0.096637,0.096715,0.193352,0.0,0.0,1716.0,682.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
0.728726,10.0,8.0,9649.717,23.328382,98.0,44.0,80.860664,90.383286,4712.518,0.096039,0.036065,0.132104,0.0,0.0,976.0,354.0,0.0,0.0,255.0,255.0,4.0,4.0,0.0,0.0,Fuzzers,1
1.597421,12.0,10.0,5078.185,13.14619,92.0,81.0,145.22008,164.30856,7994.6387,0.117151,0.096721,0.213872,0.0,0.0,1106.0,812.0,0.0,0.0,255.0,255.0,4.0,1.0,0.0,0.0,Fuzzers,1
0.728726,10.0,8.0,9649.717,23.328382,98.0,44.0,80.860664,90.383286,4712.518,0.096039,0.036065,0.132104,0.0,0.0,976.0,354.0,0.0,0.0,255.0,255.0,4.0,4.0,0.0,0.0,Fuzzers,1
2e-06,2.0,0.0,2.08e+08,500000.0,52.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,Fuzzers,1
1.599781,14.0,12.0,3510.4805,15.627139,54.0,57.0,120.51108,133.14574,6663.8794,0.135172,0.135482,0.270654,0.0,0.0,756.0,682.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Fuzzers,1
2e-06,2.0,0.0,2.08e+08,500000.0,52.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,Fuzzers,1
1.697187,12.0,10.0,4298.8784,12.373416,83.0,83.0,151.29509,174.021,9079.517,0.13099,0.111079,0.242069,0.0,0.0,994.0,828.0,0.0,0.0,255.0,255.0,4.0,1.0,0.0,0.0,Fuzzers,1
2.496272,12.0,10.0,3262.4648,8.412544,93.0,84.0,226.92326,265.8221,15264.781,0.10387,0.181288,0.285158,0.0,0.0,1110.0,836.0,0.0,0.0,255.0,255.0,4.0,3.0,0.0,0.0,Fuzzers,1
31.281267,4.0,0.0,29.922062,0.095904,39.0,0.0,10427.089,0.0,14746.123,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,Fuzzers,1
1.820325,14.0,12.0,3348.8525,13.733811,59.0,57.0,137.20584,150.76254,7391.285,0.161936,0.198599,0.360535,0.0,0.0,820.0,682.0,0.0,0.0,255.0,255.0,1.0,1.0,0.0,0.0,Fuzzers,1
1.82613,58.0,16.0,293275.94,39.975246,1174.0,44.0,31.250877,111.76666,3251.8967,0.149626,0.085127,0.234753,0.0,0.0,68119.0,698.0,0.0,0.0,255.0,255.0,2.0,4.0,1.0,0.0,Fuzzers,1
0.540291,10.0,8.0,6529.8145,31.464525,49.0,44.0,60.032333,65.94857,3996.491,0.078055,0.034268,0.112323,0.0,0.0,490.0,354.0,0.0,0.0,255.0,255.0,8.0,8.0,0.0,0.0,Fuzzers,1
0.454879,10.0,6.0,7755.909,32.975803,49.0,45.0,50.39622,72.0848,2995.3157,0.094445,0.158922,0.253367,0.0,0.0,490.0,268.0,0.0,0.0,255.0,255.0,7.0,6.0,0.0,0.0,Fuzzers,1
0.455964,10.0,6.0,8439.263,32.897335,53.0,45.0,48.32022,69.6364,2536.783,0.107778,0.081001,0.188779,0.0,0.0,534.0,268.0,0.0,0.0,255.0,255.0,2.0,2.0,0.0,0.0,Fuzzers,1
0.718466,10.0,8.0,5756.7095,23.661524,57.0,44.0,79.82956,85.19,4688.2764,0.09447,0.158967,0.253437,0.0,0.0,574.0,354.0,0.0,0.0,255.0,255.0,4.0,4.0,0.0,0.0,Fuzzers,1
0.499546,10.0,6.0,8968.144,30.027266,62.0,45.0,55.50511,81.1584,2742.2524,0.067079,0.093375,0.160454,0.0,0.0,622.0,268.0,0.0,0.0,255.0,255.0,4.0,4.0,0.0,0.0,Fuzzers,1
0.654317,10.0,8.0,10013.495,25.98129,91.0,44.0,72.70189,86.30743,4485.168,0.049557,0.084335,0.133892,0.0,0.0,910.0,354.0,0.0,0.0,255.0,255.0,5.0,4.0,0.0,0.0,Fuzzers,1
0.845573,10.0,8.0,7530.988,20.10471,88.0,44.0,88.92389,101.021,5094.4106,0.138416,0.16595,0.304366,0.0,0.0,884.0,354.0,0.0,0.0,255.0,255.0,8.0,4.0,0.0,0.0,Fuzzers,1
1.592439,60.0,14.0,336897.03,45.84163,1137.0,44.0,26.54371,117.3523,2752.5322,0.066855,0.059381,0.126236,0.0,0.0,68197.0,612.0,0.0,0.0,255.0,255.0,2.0,2.0,1.0,0.0,Fuzzers,1
1.297642,16.0,12.0,5190.954,20.806973,56.0,57.0,86.438866,108.25246,4229.793,0.106855,0.117039,0.223894,0.0,0.0,898.0,680.0,0.0,0.0,255.0,255.0,6.0,3.0,0.0,0.0,Fuzzers,1
0.861472,10.0,6.0,4466.773,17.412058,53.0,45.0,92.865,154.379,4854.468,0.089575,0.088272,0.177847,0.0,0.0,534.0,268.0,0.0,0.0,255.0,255.0,3.0,2.0,0.0,0.0,Fuzzers,1
1.449096,60.0,14.0,370222.56,50.376236,1137.0,44.0,24.55083,97.421234,2330.0896,0.182619,0.098446,0.281065,0.0,0.0,68197.0,612.0,0.0,0.0,255.0,255.0,2.0,2.0,1.0,0.0,Fuzzers,1
1.680663,10.0,8.0,2356.213,10.115056,55.0,44.0,186.63622,215.98628,11787.651,0.168753,0.087753,0.256506,0.0,0.0,550.0,354.0,0.0,0.0,255.0,255.0,4.0,3.0,0.0,0.0,Fuzzers,1
